Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
8	2	2012	5.5556	14.4444	0.05	3.4589
9	2	2012	2.2222	11.1111	0.0	2.2699000000000003
10	2	2012	3.3333	10.0	0.15000000000000002	2.1366
11	2	2012	-3.8889	7.2222	0.1	2.3721
12	2	2012	-6.6667	4.4444	0.0	2.326
13	2	2012	-3.8889	12.2222	0.0	2.6699
14	2	2012	2.7778	8.8889	2.7	1.6317
15	2	2012	2.7778	18.8889	0.0	2.991
16	2	2012	10.8333	15.8333	3.2	2.3094
17	2	2012	6.1111	18.8889	0.0	2.8725
18	2	2012	8.8889	16.1111	9.2	2.5598
19	2	2012	3.8889	12.0833	2.1	2.1485
20	2	2012	0.5556	13.8889	0.0	2.6352
21	2	2012	5.0	16.6667	0.15000000000000002	2.7955
22	2	2012	10.0	18.3333	0.0	2.918
23	2	2012	16.1111	23.8889	0.0	4.6902
24	2	2012	7.7778	21.1111	5.949999999999999	4.7072
25	2	2012	1.6667	12.7778	0.0	3.8033
26	2	2012	2.2222	16.1111	0.0	3.586
27	2	2012	8.3333	18.3333	0.15000000000000002	2.6756
28	2	2012	10.5556	16.6667	8.200000000000001	2.523
29	2	2012	15.0	20.8333	1.45	2.9817
1	3	2012	16.1111	24.4444	11.7	3.8798
2	3	2012	17.7778	24.4444	0.25	4.1549
3	3	2012	8.3333	19.7778	55.900000000000006	3.4276999999999997
4	3	2012	5.0	11.1111	0.0	3.7843
5	3	2012	5.5556	13.8889	0.0	4.8192
6	3	2012	1.6667	16.1111	0.0	4.1087
7	3	2012	8.3333	18.3333	0.0	3.6734
8	3	2012	10.0	23.8889	0.0	4.1991
9	3	2012	10.0	19.4444	11.950000000000001	3.3237
10	3	2012	6.1111	18.3333	0.0	4.5334
11	3	2012	6.1111	19.4444	0.0	4.047
12	3	2012	13.8889	18.8889	1.05	3.2745
13	3	2012	15.5556	23.8889	0.45	3.6673
14	3	2012	15.5556	27.2222	0.0	4.4142
15	3	2012	15.5556	27.7778	0.15000000000000002	4.3042
16	3	2012	15.0	27.2222	0.05	5.158
17	3	2012	16.6667	26.6667	0.1	3.9388
18	3	2012	16.1111	27.7778	0.0	4.4867
19	3	2012	16.6667	27.7778	0.0	4.6264
20	3	2012	17.2222	27.7778	0.0	5.2845
21	3	2012	16.1111	24.4444	0.0	4.8169
22	3	2012	18.0556	24.4444	0.25	4.2207
23	3	2012	18.0556	21.6667	0.55	3.7194
24	3	2012	11.1111	22.7778	0.45	5.3948
25	3	2012	9.4444	21.6667	0.0	4.8085
26	3	2012	12.7778	27.2222	0.0	5.4338
27	3	2012	14.4444	25.0	0.0	5.5537
28	3	2012	13.3333	26.6667	0.0	5.3048
29	3	2012	14.4444	26.1111	0.0	5.0839
30	3	2012	15.0	26.1111	1.3	5.0662
31	3	2012	17.2222	25.0	6.75	4.5161
1	4	2012	14.4444	28.3333	0.0	6.0809
2	4	2012	17.7778	28.8889	0.0	5.7428
3	4	2012	17.7778	29.4444	0.0	5.5545
4	4	2012	17.7778	28.3333	0.05	5.5087
5	4	2012	16.6667	22.7778	0.2	4.5295000000000005
6	4	2012	12.2222	18.3333	0.0	3.6061
7	4	2012	9.4444	22.2222	0.0	4.5004
8	4	2012	11.6667	25.0	0.0	5.8085
9	4	2012	11.6667	26.1111	0.0	6.8467
10	4	2012	10.5556	26.1111	0.1	6.3482
11	4	2012	8.3333	18.8889	0.0	6.1194
12	4	2012	5.0	18.3333	0.0	4.1986
13	4	2012	8.8889	22.7778	0.0	5.0016
14	4	2012	11.1111	24.4444	0.0	5.7034
15	4	2012	14.4444	26.6667	0.0	5.1315
16	4	2012	16.1111	22.7778	0.25	4.4426000000000005
17	4	2012	16.6667	26.6667	0.4	5.2722
18	4	2012	15.0	19.4444	51.1	3.8544
19	4	2012	13.0556	19.7222	0.0	3.83
20	4	2012	15.0	20.5556	0.5	3.8559
21	4	2012	15.5556	25.0	14.049999999999999	5.2191
22	4	2012	10.5556	18.8889	0.0	5.1569
23	4	2012	6.1111	15.0	0.0	4.9031
24	4	2012	5.5556	19.4444	0.0	5.0801
25	4	2012	10.0	26.6667	0.0	5.68
26	4	2012	16.1111	28.3333	0.0	6.577500000000001
27	4	2012	18.3333	26.9444	0.0	5.4566
28	4	2012	17.2222	28.3333	0.0	5.7848
29	4	2012	16.6667	30.0	0.0	5.2417
30	4	2012	18.8889	30.0	0.0	5.9693000000000005
1	5	2012	20.0	30.5556	0.0	6.3529
2	5	2012	19.4444	30.5556	0.0	6.0903
3	5	2012	20.0	28.3333	0.1	5.9331000000000005
4	5	2012	19.3333	28.8889	16.65	5.4176
5	5	2012	20.5556	30.5556	0.0	6.3372
6	5	2012	19.4444	30.0	14.9	6.2755
7	5	2012	18.8889	25.5556	3.6	5.1098
8	5	2012	18.8889	27.7778	0.1	5.1425
9	5	2012	14.4444	20.5556	1.5	4.1489
10	5	2012	11.6667	23.3333	0.0	5.781
11	5	2012	12.7778	25.0	0.0	5.9988
12	5	2012	17.2222	23.8889	0.6	5.2433
13	5	2012	15.5556	20.0	23.099999999999998	3.8296
14	5	2012	17.7778	26.6667	0.25	5.3359
15	5	2012	16.1111	25.5556	0.0	5.3139
16	5	2012	16.6667	27.7778	0.0	6.1124
17	5	2012	16.6667	28.3333	0.15000000000000002	5.915
18	5	2012	17.7778	26.6667	0.0	6.015
19	5	2012	16.6667	27.7778	0.0	6.3721
20	5	2012	17.7778	28.8889	6.8	6.5298
21	5	2012	18.3333	29.4444	1.35	5.93
22	5	2012	16.9444	26.1111	0.1	5.5513
23	5	2012	16.1111	27.2222	0.0	5.893
24	5	2012	18.3333	30.5556	0.0	6.0832
25	5	2012	20.5556	31.1111	0.0	6.7456000000000005
26	5	2012	21.1111	33.8889	0.0	8.0778
27	5	2012	22.7778	31.6667	0.0	8.0395
28	5	2012	21.6667	30.0	0.1	7.1415
29	5	2012	22.2222	28.3333	0.15000000000000002	6.0888
30	5	2012	18.8889	32.7778	1.6500000000000001	7.1121
31	5	2012	20.5556	31.6667	0.0	6.8656
1	6	2012	18.3333	26.1111	2.15	5.6919
2	6	2012	12.7778	25.0	0.0	6.354
3	6	2012	17.2222	27.7778	0.0	6.1290000000000004
4	6	2012	19.4444	26.1111	5.35	5.3361
5	6	2012	20.0	23.8889	0.65	5.135
6	6	2012	18.3333	26.1111	0.0	5.9317
7	6	2012	17.7778	27.2222	0.0	6.2666
8	6	2012	18.8889	28.8889	0.0	6.4932
9	6	2012	18.8889	29.4444	0.0	7.3252999999999995
10	6	2012	19.0741	23.8889	19.9	4.6886
11	6	2012	20.0	26.6667	2.05	4.8875
12	6	2012	21.1111	29.4444	0.0	6.4618
13	6	2012	20.0	31.6667	47.0	6.7421999999999995
14	6	2012	21.6667	28.8889	0.0	6.234
15	6	2012	20.5556	28.3333	0.05	6.7863
16	6	2012	17.7778	27.7778	0.0	6.5373
17	6	2012	18.3333	29.4444	0.0	6.4793
18	6	2012	18.8889	30.0	0.0	6.4666
19	6	2012	19.4444	30.5556	0.0	6.8351
20	6	2012	21.1111	31.1111	0.0	6.9398
21	6	2012	21.1111	31.6667	0.0	6.703
22	6	2012	22.2222	32.7778	0.35000000000000003	6.7777
23	6	2012	23.3333	32.7778	0.0	6.7876
24	6	2012	23.8889	32.2222	0.1	6.8462000000000005
25	6	2012	22.2222	33.8889	0.0	7.4628
26	6	2012	23.3333	31.6667	0.0	8.5675
27	6	2012	18.3333	32.2222	0.0	7.4253
28	6	2012	20.5556	36.1111	0.0	7.7564
29	6	2012	23.3333	40.0	0.0	8.8884
30	6	2012	24.4444	40.5556	0.0	9.0544
1	7	2012	26.6667	40.5556	0.0	9.5906
2	7	2012	22.7778	33.3333	0.05	7.8824
3	7	2012	22.7778	37.2222	60.74999999999999	7.3475
4	7	2012	21.6667	35.0	1.6500000000000001	6.9155999999999995
5	7	2012	23.3333	37.2222	0.0	8.2912
6	7	2012	23.8889	36.1111	0.0	7.5113
7	7	2012	22.9167	33.3333	0.0	7.3139
8	7	2012	24.4444	33.8889	0.0	7.8767
9	7	2012	24.4444	35.5556	0.6000000000000001	7.4334
10	7	2012	21.6667	33.8889	13.9	7.3172
11	7	2012	21.6667	31.6667	5.6	6.4508
12	7	2012	21.6667	28.3333	4.25	5.3835999999999995
13	7	2012	21.9444	31.1111	2.15	5.942
14	7	2012	23.1481	32.2222	0.15000000000000002	6.5335
15	7	2012	23.3333	32.2222	0.05	6.3312
16	7	2012	23.8889	32.5	5.3500000000000005	6.127
17	7	2012	22.7778	32.2222	0.2	6.105
18	7	2012	21.1111	33.0556	0.8	6.1104
19	7	2012	21.6667	32.7778	0.0	6.527
20	7	2012	22.963	27.7778	0.0	5.5554
21	7	2012	23.8889	31.6667	1.1	5.8039
22	7	2012	23.3333	33.3333	0.0	6.5538
23	7	2012	22.7778	36.1111	0.0	7.0038
24	7	2012	25.0	35.5556	0.0	7.7895
25	7	2012	24.4444	36.1111	0.0	7.6674
26	7	2012	25.5556	36.1111	0.1	7.7997
27	7	2012	25.0	35.0	0.55	6.7437000000000005
28	7	2012	23.3333	35.5556	0.0	7.1514
29	7	2012	23.8889	34.4444	1.3	7.93
30	7	2012	21.6667	35.0	0.0	7.418
31	7	2012	22.7778	30.5556	2.85	6.169
1	8	2012	22.2222	33.3333	0.0	6.1684
2	8	2012	23.3333	36.1111	0.25	7.4032
3	8	2012	21.9444	33.8889	13.95	6.397
4	8	2012	22.7778	30.5556	0.0	5.3436
5	8	2012	22.7778	31.6667	0.1	6.3146
6	8	2012	22.7778	28.8889	1.25	5.4169
7	8	2012	23.8889	28.8889	0.05	5.6609
8	8	2012	22.2222	32.7778	0.0	6.0794999999999995
9	8	2012	22.7778	31.1111	5.95	5.5273
10	8	2012	22.037	29.4444	0.05	5.609
11	8	2012	21.9444	28.8889	0.75	5.9598
12	8	2012	17.2222	31.1111	0.0	6.782900000000001
13	8	2012	17.7778	31.1111	16.5	5.9544
14	8	2012	21.1111	30.0	2.3	5.2076
15	8	2012	21.6667	28.8889	0.0	5.467
16	8	2012	22.2222	32.7778	0.0	6.2316
17	8	2012	22.2222	30.5556	0.0	6.2771
18	8	2012	20.5556	30.0	2.15	5.4491000000000005
19	8	2012	20.5556	27.2222	8.4	5.0552
20	8	2012	20.0	28.3333	0.0	5.7616
21	8	2012	18.8889	31.1111	0.0	6.2648
22	8	2012	20.5556	28.3333	61.7	5.0899
23	8	2012	21.1111	30.0	0.2	5.4349
24	8	2012	21.1111	28.8889	0.0	5.5236
25	8	2012	19.4444	28.8889	0.0	5.5016
26	8	2012	21.1111	31.1111	0.0	5.9478
27	8	2012	21.1111	32.2222	0.0	7.0428
28	8	2012	23.3333	26.1111	18.4	4.4975
29	8	2012	23.0556	30.0	0.05	5.2928999999999995
30	8	2012	22.7778	26.6667	0.25	4.7345
31	8	2012	22.7778	30.5556	0.0	5.215
1	9	2012	23.3333	32.2222	0.0	5.6559
2	9	2012	22.7778	31.1111	0.0	5.7195
3	9	2012	22.7778	28.3333	0.05	4.9566
4	9	2012	22.2222	24.4444	2.5	3.9811
5	9	2012	22.037	29.4444	0.0	4.7852
6	9	2012	22.7778	29.1667	0.30000000000000004	4.6034
7	9	2012	22.2222	32.7778	0.0	5.6181
8	9	2012	18.8889	30.5556	0.25	5.2187
9	9	2012	15.3704	27.7778	0.0	5.5244
10	9	2012	16.1111	27.7778	0.0	5.2257
11	9	2012	18.8889	28.3333	0.0	5.6787
12	9	2012	16.6667	27.2222	0.0	5.4832
13	9	2012	17.7778	26.6667	0.1	5.4163
14	9	2012	19.3333	26.6667	3.25	5.1219
15	9	2012	20.5556	30.0	0.0	4.8529
16	9	2012	20.5556	28.8889	1.9	4.6491999999999996
17	9	2012	20.5556	27.037	3.8000000000000003	4.21
18	9	2012	17.5	25.5556	6.949999999999999	4.12
19	9	2012	12.2222	26.6667	0.0	4.2708
20	9	2012	17.7778	25.5556	0.0	3.9261000000000004
21	9	2012	18.0556	28.3333	0.0	4.2893
22	9	2012	17.7778	30.0	0.0	5.5569999999999995
23	9	2012	14.4444	27.2222	0.0	6.0036
24	9	2012	10.0	25.5556	0.0	5.0347
25	9	2012	12.2222	27.2222	0.0	4.6855
26	9	2012	16.1111	30.0	0.0	4.4237
27	9	2012	17.2222	30.5556	0.0	4.7635
28	9	2012	20.0	28.8889	0.0	4.259
29	9	2012	20.5556	28.3333	0.0	4.3024000000000004
30	9	2012	18.3333	21.9444	11.65	3.3887
1	10	2012	19.1667	23.0556	38.900000000000006	2.9523
2	10	2012	16.6667	22.2222	0.30000000000000004	3.2542
3	10	2012	15.0	22.7778	0.0	3.4823999999999997
4	10	2012	15.5556	27.2222	0.0	4.3729000000000005
5	10	2012	15.5556	27.7778	0.0	4.1438
6	10	2012	16.6667	27.7778	0.0	4.4357
7	10	2012	11.6667	19.4444	0.05	3.3848
8	10	2012	11.1111	16.6667	0.0	2.9752
9	10	2012	11.6667	20.5556	0.0	3.1365
10	10	2012	10.5556	22.2222	0.0	3.3704
11	10	2012	10.5556	23.8889	0.0	3.7879
12	10	2012	16.1111	25.0	0.0	4.0667
13	10	2012	15.5556	23.8889	0.0	4.1009
14	10	2012	15.0	25.0	0.0	3.602
15	10	2012	14.4444	23.8889	2.85	4.0878
16	10	2012	9.4444	22.7778	0.0	3.7055
17	10	2012	11.6667	23.3333	0.0	3.9682
18	10	2012	14.4444	23.3333	1.3	3.2086
19	10	2012	11.1111	22.2222	0.0	4.848
20	10	2012	8.8889	21.1111	0.0	3.6935000000000002
21	10	2012	8.3333	23.8889	0.0	3.2066
22	10	2012	11.1111	25.5556	0.0	3.0263
23	10	2012	12.7778	25.0	0.0	3.3770000000000002
24	10	2012	12.7778	26.1111	0.0	3.4254
25	10	2012	14.4444	25.5556	0.0	3.9248
26	10	2012	16.6667	26.6667	0.0	3.6534
27	10	2012	11.1111	20.5556	0.0	3.1303
28	10	2012	8.8889	12.7778	0.2	2.6019
29	10	2012	7.2222	13.3333	0.0	3.9054
30	10	2012	5.5556	12.7778	0.0	4.0858
31	10	2012	4.4444	17.7778	0.0	3.9617
1	11	2012	2.7778	17.7778	0.0	3.9049
2	11	2012	8.3333	24.4444	0.0	3.9617
3	11	2012	10.0	26.1111	0.0	3.5
4	11	2012	11.1111	21.6667	0.2	3.1728
5	11	2012	4.4444	17.7778	0.05	2.4709
6	11	2012	8.0556	12.2222	23.150000000000002	1.4001
7	11	2012	5.5556	9.4444	2.1	1.626
8	11	2012	3.8889	16.6667	0.0	2.4379
9	11	2012	3.8889	20.0	0.0	2.5267
10	11	2012	5.5556	20.5556	0.0	2.8425
11	11	2012	7.2222	19.4444	0.0	2.4247
12	11	2012	10.0	20.5556	5.3500000000000005	2.2046
13	11	2012	1.6667	13.8889	0.0	2.5442
14	11	2012	5.5556	10.5556	1.8	2.4277
15	11	2012	5.5556	10.5556	0.4	1.4905
16	11	2012	5.0	16.1111	0.0	1.9421
17	11	2012	5.0	15.5556	0.0	2.9006
18	11	2012	6.6667	17.7778	0.0	3.2449
19	11	2012	8.3333	15.5556	0.4	2.0088
20	11	2012	11.1111	20.0	0.0	2.774
21	11	2012	8.3333	21.1111	0.0	2.7931
22	11	2012	7.7778	20.0	0.0	2.1627
23	11	2012	9.4444	21.6667	0.0	3.455
24	11	2012	2.7778	10.0	0.0	2.7176
25	11	2012	-0.5556	15.0	0.0	2.3265
26	11	2012	3.3333	19.4444	0.0	2.4467
27	11	2012	8.0556	13.8889	0.9	1.7971
28	11	2012	3.8889	15.0	0.0	2.3526
29	11	2012	1.1111	15.0	0.0	2.0115
30	11	2012	6.6667	17.7778	0.0	2.1308
1	12	2012	8.3333	19.4444	2.1	2.2091
2	12	2012	10.5556	21.6667	0.0	2.2514
3	12	2012	10.0	22.7778	0.0	2.2808
4	12	2012	10.0	22.2222	0.0	2.4734
5	12	2012	13.8889	20.5556	0.15000000000000002	2.2232000000000003
6	12	2012	10.8333	17.2222	0.0	2.812
7	12	2012	8.3333	17.7778	0.0	2.0067
8	12	2012	12.7778	20.5556	0.75	1.8788
9	12	2012	14.1667	21.1111	0.0	2.0899
10	12	2012	12.037	20.0	20.2	1.9942
11	12	2012	2.2222	10.8333	0.0	1.519
12	12	2012	2.7778	11.1111	0.1	1.7851
13	12	2012	6.1111	13.8889	0.0	1.9634
14	12	2012	4.4444	15.0	0.0	1.7398
15	12	2012	7.2222	15.0	0.0	1.8323
16	12	2012	11.1111	14.4444	16.3	1.587
17	12	2012	11.6667	14.4444	3.85	1.3321
18	12	2012	7.2222	15.5556	0.0	2.0579
19	12	2012	5.0	19.4444	0.0	2.3198
20	12	2012	6.1111	15.0	9.35	2.0647
21	12	2012	0.5556	7.2222	0.0	3.0151
22	12	2012	-0.5556	11.1111	0.0	2.9024
23	12	2012	1.6667	13.3333	0.05	2.377
24	12	2012	7.7778	15.3704	17.7	1.4068
25	12	2012	9.0278	12.2222	14.9	1.3926
26	12	2012	1.6667	15.0	20.35	1.5122
27	12	2012	0.5556	6.1111	0.0	1.4713
28	12	2012	-0.5556	10.0	1.5	1.6654
29	12	2012	1.6667	5.9722	9.25	1.1399
30	12	2012	-1.1111	7.7778	0.0	1.767
31	12	2012	-0.5556	11.1111	0.0	1.8993
1	1	2013	8.8889	12.037	18.35	1.5072
2	1	2013	4.4444	10.8333	0.6	1.3482
3	1	2013	2.2222	7.2222	0.15000000000000002	1.5725
4	1	2013	-1.1111	10.5556	0.0	2.1438
5	1	2013	-0.5556	10.0	0.1	1.6092
6	1	2013	3.8889	10.5556	0.25	1.6138
7	1	2013	1.6667	12.7778	0.0	2.0592
8	1	2013	3.8889	11.1111	0.0	2.1107
9	1	2013	10.0	18.3333	0.25	2.2634
10	1	2013	14.0741	20.0	1.05	2.0972
11	1	2013	16.1111	20.0	1.1	1.9824
12	1	2013	16.1111	23.3333	0.0	2.5921
13	1	2013	16.1111	22.2222	0.1	2.5723
14	1	2013	8.8889	19.4444	12.6	1.6958
15	1	2013	9.0741	18.8889	8.5	1.8383
16	1	2013	12.2222	18.3333	20.6	1.8431
17	1	2013	2.7778	12.2222	9.75	1.3199
18	1	2013	-0.5556	12.2222	0.0	1.6715
19	1	2013	0.5556	12.7778	0.0	1.9406999999999999
20	1	2013	3.3333	16.6667	0.0	2.5141999999999998
21	1	2013	2.7778	13.8889	0.0	2.8513
22	1	2013	-1.6667	7.2222	0.0	2.4841
23	1	2013	-1.1111	13.3333	0.0	2.4812
24	1	2013	3.8889	12.7778	0.0	3.0662
25	1	2013	0.5556	7.7778	0.1	2.2104
26	1	2013	3.3333	15.0	0.25	2.5194
27	1	2013	4.4444	11.1111	0.0	2.3517
28	1	2013	6.6667	15.0	0.0	2.2044
29	1	2013	8.3333	22.2222	0.15000000000000002	2.7528
30	1	2013	7.7778	21.1111	59.15	2.3538
31	1	2013	0.5556	8.8889	0.05	2.5433
1	2	2013	0.5556	6.1111	0.0	2.6403
2	2	2013	-2.7778	12.7778	2.0	2.3332
3	2	2013	1.1111	13.8889	0.0	2.753
4	2	2013	0.5556	11.1111	0.0	2.134
5	2	2013	4.4444	15.8333	0.05	2.224
6	2	2013	6.5556	20.5556	0.0	2.8789000000000002
7	2	2013	7.2222	11.1111	5.6	1.6931
8	2	2013	4.4444	11.9444	0.55	2.0581
9	2	2013	0.0	15.5556	0.0	2.5583
10	2	2013	6.6667	15.5556	24.6	2.5931
11	2	2013	9.4444	16.1111	14.15	2.0516
12	2	2013	7.2222	11.1111	3.9	2.2777
13	2	2013	4.4444	11.6667	1.35	1.9882
14	2	2013	3.3333	13.3333	0.0	2.3899
15	2	2013	2.7778	16.1111	0.0	3.0434
16	2	2013	-0.5556	6.6667	0.0	2.6538
17	2	2013	-3.8889	7.7778	0.0	2.3865
18	2	2013	-0.5556	14.4444	0.0	3.382
19	2	2013	5.5556	14.4444	8.1	3.536
20	2	2013	0.0	10.0	0.05	3.3922
21	2	2013	1.6667	17.2222	0.05	3.7868
22	2	2013	5.5556	12.037	22.599999999999998	1.3941000000000001
23	2	2013	5.0	10.5556	31.15	1.9293
24	2	2013	5.5556	17.7778	0.0	3.1093
25	2	2013	5.0	10.0	0.45	2.9343
26	2	2013	2.8889	14.4444	33.0	2.0556
27	2	2013	5.0	15.5556	0.0	3.5876
28	2	2013	2.7778	8.8889	0.0	2.754
1	3	2013	1.6667	6.1111	0.0	2.3098
2	3	2013	1.1111	3.8889	0.45	1.982
3	3	2013	-0.8333	5.5556	0.65	2.1775
4	3	2013	-1.6667	15.0	0.0	3.31
5	3	2013	4.4444	17.7778	3.85	3.5791
6	3	2013	0.0	7.2222	0.1	2.6348
7	3	2013	-0.5556	15.0	0.0	3.1558
8	3	2013	0.0	17.7778	0.0	3.5514
9	3	2013	3.8889	16.1111	0.0	3.6608
10	3	2013	10.0	20.5556	0.0	4.981
11	3	2013	10.0	19.4444	16.7	3.0863
12	3	2013	4.1667	14.4444	0.5	3.2164
13	3	2013	2.7778	12.7778	0.0	3.9228
14	3	2013	-1.6667	12.7778	0.1	3.7188
15	3	2013	2.7778	22.7778	0.0	4.839
16	3	2013	11.1111	24.4444	0.0	6.1647
17	3	2013	12.2222	20.5556	0.0	4.1367
18	3	2013	10.0	19.1667	37.150000000000006	3.0142
19	3	2013	8.3333	16.6667	1.5	4.4686
20	3	2013	6.1111	14.4444	0.0	4.6434999999999995
21	3	2013	0.0	9.4444	0.0	3.1691
22	3	2013	3.8889	10.5556	0.25	3.2957
23	3	2013	7.037	13.3333	21.1	2.7791
24	3	2013	6.1111	12.5926	15.950000000000001	2.6434
25	3	2013	1.1111	7.7778	0.1	3.1833
26	3	2013	0.0	5.0	0.15000000000000002	2.5705
27	3	2013	-1.1111	12.2222	0.0	3.2374
28	3	2013	2.2222	16.1111	0.0	4.0603
29	3	2013	6.1111	20.0	0.0	4.3536
30	3	2013	11.6667	21.6667	3.0500000000000003	4.6593
31	3	2013	13.8889	20.5556	2.8000000000000003	3.7658
1	4	2013	13.8889	21.6667	6.8999999999999995	4.9052999999999995
2	4	2013	8.8889	19.4444	0.0	4.8515999999999995
3	4	2013	8.8889	16.1111	3.3	4.424
4	4	2013	4.4444	8.6111	11.1	1.7356
5	4	2013	4.4444	18.3333	3.0	3.5782000000000003
6	4	2013	7.7778	21.1111	0.0	4.9537
7	4	2013	10.0	23.3333	0.0	4.8742
8	4	2013	13.8889	25.0	0.0	5.0821000000000005
9	4	2013	15.0	27.2222	0.0	5.3965
10	4	2013	15.5556	27.7778	0.0	5.6399
11	4	2013	15.5556	26.1111	27.6	4.7045
12	4	2013	12.7778	20.0	2.65	4.955
13	4	2013	9.4444	23.8889	0.0	5.7391000000000005
14	4	2013	12.7778	17.7778	4.05	3.9091
15	4	2013	13.8889	22.2222	0.0	4.5559
16	4	2013	15.5556	26.1111	0.0	4.8614
17	4	2013	18.3333	27.7778	0.0	5.5225
18	4	2013	17.2222	26.6667	0.0	5.6163
19	4	2013	7.7778	22.2222	10.950000000000001	3.6447
20	4	2013	4.4444	17.2222	0.0	4.5882
21	4	2013	6.6667	19.4444	0.0	5.0882
22	4	2013	10.0	20.0	0.0	4.8802
23	4	2013	9.4444	22.2222	0.0	4.9004
24	4	2013	13.8889	22.7778	0.45	4.5648
25	4	2013	7.7778	21.1111	0.1	5.3577
26	4	2013	7.7778	23.8889	0.0	5.6814
27	4	2013	15.0	23.3333	0.15000000000000002	5.7893
28	4	2013	13.8889	17.7778	45.949999999999996	3.6579
29	4	2013	13.8889	23.8889	0.15000000000000002	4.6828
30	4	2013	15.8333	25.5556	0.0	5.2869
1	5	2013	16.1111	20.5556	0.0	4.3537
2	5	2013	15.0	20.5556	0.8	3.9932
3	5	2013	15.5556	17.7778	0.55	3.9364
4	5	2013	10.5556	15.0	60.7	2.6627
5	5	2013	9.4444	18.8889	21.85	4.0049
6	5	2013	7.2222	14.4444	1.8499999999999999	3.3632999999999997
7	5	2013	9.7222	20.0	0.15000000000000002	4.3438
8	5	2013	11.1111	23.8889	0.1	4.8869
9	5	2013	14.4444	27.2222	0.0	5.9007000000000005
10	5	2013	16.1111	24.4444	0.0	5.2701
11	5	2013	16.6667	24.4444	0.45	4.9713
12	5	2013	12.2222	21.1111	0.0	5.6325
13	5	2013	7.2222	20.5556	0.0	5.765
14	5	2013	10.0	25.5556	0.0	5.9615
15	5	2013	16.6667	29.4444	0.0	6.4009
16	5	2013	18.3333	27.2222	0.0	6.0755
17	5	2013	18.3333	26.6667	2.25	6.0677
18	5	2013	17.2222	23.3333	3.0	4.5676
19	5	2013	18.3333	22.4074	5.6000000000000005	4.4096
20	5	2013	17.2222	28.8889	0.0	5.704
21	5	2013	20.5556	30.9259	0.1	6.4428
22	5	2013	19.4444	29.4444	0.0	6.4838000000000005
23	5	2013	19.4444	28.0556	0.30000000000000004	6.6703
24	5	2013	16.1111	23.8889	0.0	6.6643
25	5	2013	13.3333	25.5556	0.0	6.3452
26	5	2013	14.4444	27.7778	0.0	5.9045
27	5	2013	18.3333	29.4444	0.0	6.7095
28	5	2013	18.3333	28.8889	0.0	7.0001999999999995
29	5	2013	17.7778	28.3333	0.0	6.3063
30	5	2013	20.5556	29.4444	0.0	6.5054
31	5	2013	20.8333	30.0	0.0	6.6178
1	6	2013	20.0	28.8889	0.2	6.0666
2	6	2013	21.1111	28.3333	7.25	5.6398
3	6	2013	21.1111	28.8889	0.30000000000000004	5.9953
4	6	2013	20.5556	31.1111	0.0	6.865
5	6	2013	21.9444	28.3333	80.25	5.5403
6	6	2013	20.5556	24.4444	0.45	5.013
7	6	2013	20.0	27.7778	0.5	5.4131
8	6	2013	19.1667	28.3333	0.0	5.5893
9	6	2013	21.1111	26.1111	19.45	5.3201
10	6	2013	20.5556	25.5556	11.25	4.7438
11	6	2013	21.6667	31.6667	0.0	6.4232
12	6	2013	23.3333	32.7778	0.4	6.565
13	6	2013	19.4444	32.2222	14.75	7.0694
14	6	2013	20.0	29.4444	0.0	6.4475999999999996
15	6	2013	19.4444	28.3333	0.0	6.5679
16	6	2013	19.4444	30.0	0.1	5.9947
17	6	2013	20.0	29.4444	28.7	5.4895
18	6	2013	20.0	28.8889	4.0	5.2446
19	6	2013	20.5556	27.7778	0.0	5.8993
20	6	2013	20.5556	28.3333	0.0	6.1034
21	6	2013	20.5556	28.8889	0.0	6.4487
22	6	2013	20.5556	28.8889	0.0	6.228899999999999
23	6	2013	20.8333	28.8889	0.0	5.7726
24	6	2013	21.1111	29.4444	12.65	5.7282
25	6	2013	21.6667	30.0	0.1	6.1874
26	6	2013	22.2222	31.1111	0.0	6.2493
27	6	2013	23.3333	30.5556	2.75	6.3286
28	6	2013	22.7778	32.2222	0.35	6.6273
29	6	2013	22.2222	30.5556	0.05	6.2612
30	6	2013	20.5556	29.4444	0.1	6.21
1	7	2013	20.5556	27.2222	0.0	5.6276
2	7	2013	21.1111	28.8889	0.15000000000000002	5.9866
3	7	2013	19.7222	24.0741	44.650000000000006	4.7621
4	7	2013	20.5556	25.0	15.25	4.6726
5	7	2013	21.1111	28.3333	6.6499999999999995	5.2127
6	7	2013	21.1111	27.7778	29.999999999999996	5.1037
7	7	2013	21.6667	25.5556	1.9000000000000001	5.3895
8	7	2013	21.1111	31.1111	0.05	6.2440999999999995
9	7	2013	21.6667	30.5556	0.1	5.9084
10	7	2013	22.7778	29.4444	0.25	5.9005
11	7	2013	22.7778	26.6667	0.25	5.4366
12	7	2013	22.2222	30.5556	7.8	5.9966
13	7	2013	20.5556	25.0	0.75	4.7038
14	7	2013	22.2222	28.3333	0.9	5.5094
15	7	2013	22.2222	28.8889	0.9500000000000001	5.7719000000000005
16	7	2013	21.6667	30.5556	0.0	5.7451
17	7	2013	21.9444	32.0833	3.35	6.2330000000000005
